-7.0150,6.5984,3.0335,-0.0958,-1.1151,2.6846,-0.8332,6.2273,4.4987,1.0869,-1.2867,2.7896,point_left_1
-5.6719,6.0334,2.5426,-0.0369,-1.4544,3.3473,0.3376,4.9536,3.5291,1.3342,-1.8183,3.5078,point_left_1
-2.9880,5.3702,1.6185,-0.1154,-1.3115,3.9243,2.4876,3.5985,1.7645,1.5792,-1.8266,4.1605,point_left_1
-1.9010,4.9105,1.4868,-0.3886,-1.2704,4.2411,3.7158,2.0327,0.7374,1.6282,-1.4208,4.3656,point_left_1
1.6831,3.7206,1.9728,-0.8218,-1.0083,4.3656,6.6942,0.6321,-1.8459,1.7035,-1.5436,4.3656,point_left_1
3.9073,3.9648,3.2537,-1.1338,-1.3382,3.4991,10.9439,0.4884,-3.2010,0.9072,-1.2376,4.2974,point_left_1
8.1618,3.3399,3.5458,-1.0956,-1.7997,3.0220,12.3900,-0.6416,-3.3375,0.6027,-1.3948,3.9243,point_left_1
8.9064,4.9991,2.1093,-0.9803,-0.5025,1.8041,15.7131,0.2610,-2.0183,0.3271,-0.6844,2.4023,point_left_1
8.3103,5.6479,5.1188,-1.1097,-0.0230,0.8075,14.4107,1.0654,-1.9968,-0.1407,0.8769,1.2353,point_left_1
6.9025,5.8371,5.8514,-0.8497,0.1170,0.2425,12.7108,0.4094,0.8835,-0.2597,0.3345,0.7108,point_left_1
5.2122,6.1028,7.5034,-0.4546,0.2541,0.1408,12.0237,0.7518,1.7813,-0.0053,0.5200,0.2815,point_left_1
5.6168,5.7365,6.4643,-0.1344,0.0416,0.1952,11.4874,0.7685,0.4717,0.0553,-0.0994,0.1351,point_left_1
5.6072,5.8682,5.3391,-0.0466,0.0509,0.0234,10.7045,0.8906,0.1149,0.0099,0.0670,-0.0057,point_left_1
5.2146,5.7030,5.3247,0.0085,0.0380,-0.0738,10.6255,0.9960,0.1173,-0.0036,-0.0997,-0.1126,point_left_1
4.8387,5.8442,5.0805,0.0397,0.0975,-0.1171,9.9862,1.0798,0.4214,0.0237,0.0293,-0.1623,point_left_1
4.4987,5.8802,5.0925,0.0400,0.0569,-0.1114,9.7636,1.2498,0.2370,-0.0179,-0.0453,-0.1478,point_left_1
4.6136,5.7078,5.2744,0.0938,-0.1179,-0.0544,9.7947,1.1444,0.1125,-0.0053,-0.2044,-0.1033,point_left_1
5.0901,5.5737,4.8866,0.1023,-0.1788,-0.1688,10.3358,0.9409,-0.0527,-0.1816,-0.2517,-0.1685,point_left_1
5.2098,5.6527,4.8219,0.1003,-0.0746,-0.2839,10.5489,0.9385,0.0766,-0.1172,-0.0918,-0.3403,point_left_1
5.6623,5.5761,5.3726,0.1416,-0.0942,-0.4579,11.2480,0.9673,-0.5722,-0.2141,-0.2254,-0.5291,point_left_1
6.6726,5.3151,7.0102,0.1470,-0.7385,-0.9510,13.5512,0.8882,-2.4349,-0.9714,-0.9422,-1.1202,point_left_1
7.8075,5.5498,5.4396,0.3047,-1.2877,-1.3275,11.9088,0.0383,-1.1756,-1.2209,-1.2000,-1.4807,point_left_1
7.8458,5.7581,3.1388,0.3948,-0.4211,-2.1013,14.6453,0.6943,-1.5299,-1.3745,-0.5444,-2.0530,point_left_1
6.5242,5.1619,3.9169,0.1490,-0.3405,-3.0161,13.0197,1.0654,-2.0279,-1.6737,-0.0771,-3.1459,point_left_1
4.1396,5.2792,2.1668,0.2128,0.7906,-3.5445,8.9591,1.5323,-0.9529,-1.6383,0.9667,-3.7839,point_left_1
1.0750,5.0685,1.5562,0.0370,1.2377,-4.0302,8.1618,2.3439,-1.7693,-1.8855,1.2263,-4.3508,point_left_1
-0.5746,4.8363,1.7885,-0.1599,1.2213,-4.3576,4.5418,3.0239,0.0263,-1.9009,1.4694,-4.3420,point_left_1
-1.1827,3.7685,-1.5945,-0.2216,2.9845,-4.3657,6.3087,3.4740,-1.3336,-1.6537,2.9942,-4.3657,point_left_1
-5.4444,4.0797,-2.7509,-0.9321,3.8261,-4.3657,0.7805,2.3152,1.3982,-1.9654,4.3656,-4.3657,point_left_1
-10.6877,4.3814,5.9544,-1.1784,4.3656,-3.7529,-9.3470,4.3718,3.6655,-1.1603,4.3656,-3.3670,point_left_1
-11.2264,4.5993,4.0534,-0.1601,1.0796,-2.3430,-5.5138,6.5218,5.1260,-1.0633,0.6402,-1.9337,point_left_1
-11.4012,5.6024,2.8299,-0.3432,-0.8752,-1.0778,-7.2496,5.9903,8.2432,-1.0155,-0.8255,-0.7237,point_left_1
-7.6207,4.0606,4.2090,-0.1086,-0.5247,-0.2836,0.3855,7.2496,5.7126,-0.4710,-0.5452,-0.0161,point_left_1
-8.2672,4.9249,2.8228,-0.2898,-0.4383,-0.3167,-1.6903,6.8187,6.9264,-0.3553,-0.3665,-0.2522,point_left_1
